user_id,transaction_id,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,acct_num,profile,trans_num,trans_date,trans_time,unix_time,category,amt,is_fraud,merchant,merch_lat,merch_long,customer_num_trans_1_day,customer_num_trans_7_day,customer_num_trans_30_day,trans_time_secs,trans_time_hrs,trans_time_is_night,trans_time_day,trans_date_is_weekend,customer_avg_amout_1_day,customer_avg_amount_7_day,customer_avg_amount_30_day,merchant_num_trans_1_day,merchant_num_trans_7_day,merchant_num_trans_30_day,merchant_risk_1_day,merchant_risk_7_day,merchant_risk_30_day,merchant_risk_90_day
433-82-7969,3577201104083846,David,Mcdonald,M,0187 Dawson Turnpike,Buffalo,NY,14225,42.9255,-78.7481,564824,Web designer,1976-06-12,381190953824,adults_2550_male_urban.json,62f5cc88ab799037db0eeb8218c0b8dc,2022-06-06,06:53:19,1654494799,gas_transport,66.04,0,fraud_Corwin-Collins,43.161688,-79.257901,5,5,12,35428,1,1,0,0,40.96,46.85,19.39,3046.31,82125.11,161187.71,6,7,17,7
896-07-3746,342339347716986,Patrick,Shepard,M,04237 Hamilton Key,Tulsa,OK,74114,36.1262,-95.9408,413574,"Presenter, broadcasting",1994-11-19,224573618611,adults_2550_male_urban.json,a2e4a12fcd1c055b352e301d896389e6,2023-03-27,23:26:37,1679955997,kids_pets,116.92,0,fraud_Swift PLC,35.239601,-96.184571,3,8,16,44539,2,1,0,0,41.09,11.62,31.97,3291.1,63575.13,369070.14,2,10,18,12
686-90-8153,377558846692004,Elizabeth,Horton,F,4342 Mcguire Falls,Bronx,NY,10456,40.8316,-73.9099,1382480,"Doctor, hospital",1941-10-31,811659373511,adults_50up_female_urban.json,bfa8b64d0350c358f30bb1b9849cb14a,2022-11-16,06:44:57,1668577497,entertainment,51.98,0,"fraud_Turcotte, McKenzie and Koss",40.705197,-72.99587,5,10,20,3084,23,1,2,0,24.07,75.65,39.98,1033.24,58669.02,804005.54,6,12,12,25
555-32-3755,4507422358863883676,Alexis,Hill,M,6174 Abbott Valley Suite 357,Pensacola,FL,32506,30.4129,-87.3092,254917,"Psychologist, clinical",1972-03-01,14022656812,adults_50up_male_urban.json,18e2c46183fb178160e64623a6a4129f,2022-08-03,08:43:07,1659512587,misc_pos,131.41,0,fraud_Wiza LLC,30.218592,-86.962626,3,8,13,81678,4,0,2,0,13.85,74.02,48.67,3042.35,60577.49,590684.81,0,11,18,39
269-54-1394,343600235573295,Phillip,Hoover,M,7188 Jon Haven Suite 163,Athens,GA,30601,33.9761,-83.3632,116272,"Administrator, charities/voluntary organisations",1996-01-31,121477118290,adults_2550_male_urban.json,5a008794a1871e10a8a0b3c6f4d89715,2023-01-01,13:04:35,1672574675,health_fitness,20.87,0,fraud_Romaguera Ltd,33.269951,-83.301149,2,2,11,58657,9,0,6,1,18.46,29.13,21.53,1942.01,97377.73,111598.17,5,8,17,15
224-38-6902,3594469181403117,Olivia,Stevens,F,479 Melinda Brooks,Colorado Springs,CO,80906,38.7902,-104.8199,525713,Radiation protection practitioner,1980-08-09,681825344565,adults_2550_female_urban.json,6d020606a6be7e7b536b10d8583bf192,2022-08-11,02:39:19,1660181959,misc_pos,216.17,0,"fraud_Turner, Ruecker and Parisian",39.74426,-105.0837,6,8,18,60019,7,0,3,0,66.56,23.91,22.22,4481.77,88935.14,136837.91,0,14,16,14
269-54-1394,3505031827369215,Lawrence,Garcia,M,771 Alice Lock Suite 793,La Puente,CA,91744,34.0289,-117.9373,115525,Structural engineer,1978-06-25,814798510111,adults_2550_male_urban.json,6af27c1a8178a4dc370d5ecf6e6fe321,2023-05-05,12:34:26,1683286466,travel,2.45,0,fraud_Veum-Koelpin,33.505424,-118.038456,5,8,13,71752,8,0,4,0,15.01,81.69,23.81,1810.76,90935.7,777658.42,5,7,16,48
379-70-3591,347383968856064,Tracy,Kaiser,F,6847 Susan Walk Apt. 195,Haverford,PA,19041,40.0097,-75.3121,6248,Regulatory affairs officer,1972-02-01,732582310996,adults_50up_female_urban.json,0721051b666ffabb6622ba8f3d202593,2022-12-17,13:03:34,1671278614,health_fitness,11.62,0,"fraud_Mueller, Gerhold and Mueller",40.432633,-74.684546,4,7,17,30882,3,1,5,1,54.21,53.87,26.86,1218.64,90100.91,507344.52,1,11,17,33
269-54-1394,4158789891683179,Wesley,Stewart,M,14241 Kelly Valley,Glendale Heights,IL,60139,41.9205,-88.0793,34381,"Restaurant manager, fast food",1956-10-12,976522064859,adults_50up_male_urban.json,fe05383d8afc40fe4ad5fb1bc737b570,2022-11-20,08:57:53,1668931073,food_dining,6.46,0,fraud_Weber and Sons,41.939977,-87.412899,3,3,9,47730,9,0,6,1,34.82,25.44,7.56,1029.96,90423.86,1054919.64,0,15,16,35
269-54-1394,374725536555600,Sarah,Archer,F,38925 Robert Track,Sandusky,OH,44870,41.4349,-82.7063,41030,Television/film/video producer,1961-07-22,949714147106,adults_50up_female_urban.json,760ab689b6941c0bea4e4aab39ca8143,2022-12-01,01:27:42,1669854462,food_dining,102.1,0,"fraud_Langosh, Wintheiser and Hyatt",41.536039,-83.032153,5,8,18,17968,9,0,3,0,61.62,9.66,2.89,1817.82,96710.2,341291.51,7,7,23,20
296-78-6463,4588949214758570403,Laura,Larson,F,4369 David Landing,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Scientist, clinical (histocompatibility and immunogenetics)",1975-10-27,856041611590,adults_2550_female_urban.json,05adccab9907a83a8f454d2bef46af90,2022-06-20,03:45:36,1655693136,grocery_pos,57.39,0,fraud_Bailey-Morar,42.259718,-88.544248,1,4,13,34749,13,0,0,0,79.26,71.85,42.32,4623.66,63384.03,693376.53,6,11,14,18
269-54-1394,3525799136621031,Kelly,Blankenship,F,91279 Natalie Place Apt. 172,Fort Lauderdale,FL,33321,26.212,-80.2696,711693,Toxicologist,1969-10-28,908554315130,adults_50up_female_urban.json,415f38429ca67d7b1575d5f1904e4d9a,2023-02-04,23:31:53,1675549913,kids_pets,38.79,0,"fraud_Dare, Casper and Bartoletti",25.704991,-80.607501,4,6,12,10130,22,1,5,1,59.03,48.7,45.45,4709.15,25807.44,112074.24,3,14,22,34
269-54-1394,36106697481565,Holly,Dennis,F,74382 Franklin Islands,Katy,TX,77449,29.8323,-95.736,250975,Chiropodist,1959-11-06,801305893425,adults_50up_female_urban.json,acd1824665126b89346ee71d1cb6c12b,2022-08-01,10:07:33,1659344853,misc_pos,94.61,0,"fraud_Boehm, Predovic and Reinger",30.417067,-95.862588,1,1,11,64860,16,0,0,0,37.29,10.57,42.88,1037.11,13166.85,604360.25,6,7,17,26
269-54-1394,579591309623,Russell,Guzman,M,9749 Jimmy Park,Ault,CO,80610,40.5938,-104.7356,2791,"Conservation officer, nature",1948-04-10,298927294640,adults_50up_male_urban.json,c1a2b647773c2c50cc2059115406e7c0,2023-05-06,18:55:28,1683395728,travel,82.16,0,"fraud_Hartmann, Rowe and Hermann",40.672383,-104.240955,4,6,11,57632,7,0,5,1,63.2,1.9,53.24,1427.34,41636.19,743409.06,6,7,16,39
269-54-1394,180006509431069,Robin,Wang,F,8693 Webb Garden,Mount Vernon,NY,10550,40.9079,-73.838,67100,Insurance account manager,1959-11-23,629041832229,adults_50up_female_urban.json,14c4f8e0014216ccef8e50d560c9cd0e,2022-05-29,06:06:37,1653800797,gas_transport,87.8,0,"fraud_Raynor, Reinger and Hagenes",40.490579,-72.855101,3,5,13,40220,4,0,6,1,24.74,27.95,31.32,2883.74,41527.97,72981.07,2,2,5,43
576-52-8710,30441235998960,Matthew,Cantu,M,692 Wright Meadows Apt. 062,Fruita,CO,81521,39.1637,-108.7218,15397,"Lecturer, higher education",2003-03-24,380815474636,young_adults_male_urban.json,fa46c18443e94f4a76a0ef928d28d400,2022-10-22,23:37:02,1666478222,shopping_pos,8.38,0,fraud_Conroy Ltd,38.995631,-107.757304,0,4,13,65169,22,1,5,1,49.98,71.44,48.52,3389.09,14696.21,909741.07,0,9,16,19
161-19-9018,345924908894780,Micheal,Anderson,M,8453 Thompson Harbors,Edinburg,TX,78542,26.4661,-98.0695,136507,"Programmer, multimedia",1975-11-13,747416184169,adults_2550_male_urban.json,c63cd88be68aa8c9d95cd82acf84e297,2022-05-13,11:42:35,1652438555,gas_transport,29.9,0,"fraud_Schaefer, Maggio and Daugherty",25.544948,-98.759643,3,5,11,44008,14,0,4,0,68.31,29.16,49.23,3361.45,25102.06,861741.5,0,0,12,45
051-61-2977,30087333816974,Megan,Brown,F,886 Gentry Points,Saint Louis,MO,63104,38.6128,-90.2185,927396,Training and development officer,1990-04-17,831597595821,adults_2550_female_urban.json,cc150817885a99e7fd7740d3d8d5c05a,2022-07-21,01:47:02,1658364422,misc_net,55.93,0,fraud_Kunde-Sanford,39.344108,-91.116138,6,10,17,35749,0,1,3,0,83.02,42.04,48.0,288.86,24103.92,610937.61,4,13,18,42
394-03-1685,4571470501163220,Corey,Russo,M,18181 Moore Camp,Selden,NY,11784,40.8699,-73.0448,24655,Health physicist,1944-08-22,863891401466,adults_50up_male_urban.json,15599fd2c27d84a19ae39892890b46cc,2023-02-18,12:57:41,1676721461,kids_pets,15.29,0,fraud_Gleason and Sons,41.072699,-73.431927,2,3,10,34997,21,1,5,1,10.73,19.05,44.23,835.21,78239.17,157687.89,2,15,21,50
024-73-0528,4599996636186379,Ashley,Hudson,F,412 Emily Fall Apt. 970,Rockville,MD,20852,39.0496,-77.1204,130569,"Embryologist, clinical",1946-12-21,73869137112,adults_50up_female_urban.json,c3a35c1fa3eb42e72c9342f4064b15d4,2023-04-16,12:57:45,1681646265,personal_care,18.04,0,fraud_Zulauf LLC,38.916979,-77.703943,4,5,10,3977,22,1,6,1,6.95,71.07,40.22,411.22,36636.41,217743.16,6,9,13,48
017-46-2015,4678670017661913246,Andrea,Richardson,F,9061 Chelsea Valleys,Hilton Head Island,SC,29926,32.2077,-80.7476,39852,Production engineer,1992-07-16,733417630914,adults_2550_female_urban.json,bd04ae816e45a068187708c3002776b6,2022-05-20,01:09:57,1653005397,grocery_net,227.05,0,fraud_Heller-Abshire,31.70979,-81.656993,6,6,13,61008,20,0,4,0,78.97,43.56,13.5,4763.2,39689.37,686015.16,6,15,15,40
474-91-9305,4264870494787301,Raven,Moore,F,714 White Spurs Apt. 014,Groveport,OH,43125,39.8581,-82.8872,12161,"Research officer, government",1966-11-29,657416577242,adults_50up_female_urban.json,3acd3669c58aed22ba277030beea3b8b,2022-08-13,04:04:52,1660359892,misc_pos,85.33,0,fraud_McCullough LLC,39.761327,-83.796135,1,6,14,65083,2,1,5,1,72.87,3.37,39.69,1492.59,5301.88,707621.26,0,14,21,27
586-52-8866,341022304179734,Christopher,Clark,M,5981 Donna Inlet Suite 250,Cheyenne,WY,82001,41.1437,-104.7962,86283,Ecologist,1992-06-16,541248493377,adults_2550_male_urban.json,2d50f5a49ce9dc666272ef0b188fc7ac,2022-08-16,06:39:22,1660628362,misc_net,44.87,0,fraud_Corwin-Gorczany,41.660818,-104.908695,1,2,11,84914,5,0,1,0,26.78,66.35,61.1,999.97,11897.45,1073048.23,2,5,13,25
746-46-6297,3574220556113797,Maria,Mccall,F,9931 Solomon Estate,Fort Worth,TX,76104,32.7256,-97.3184,813980,Patent attorney,1994-12-03,249715453507,adults_2550_female_urban.json,1e01dfc80dc18b9e3db402c956bf351d,2022-12-26,19:31:54,1672079514,health_fitness,119.72,0,fraud_Bahringer Group,33.135662,-97.251186,5,8,15,33546,23,1,0,0,71.28,84.72,20.04,4777.77,66308.18,33007.41,1,12,12,13
412-08-0852,213125457734661,Keith,Martinez,M,0979 Rodriguez Forges Suite 016,San Francisco,CA,94133,37.8002,-122.4091,805301,Copy,1981-04-25,577711600876,adults_2550_male_urban.json,83332434c19789818043808fe2dc6dd8,2023-03-31,23:20:15,1680301215,kids_pets,2.02,0,fraud_Cartwright PLC,37.951416,-121.833629,1,1,10,81284,17,0,4,0,33.44,66.73,28.55,2568.52,38778.19,68557.85,0,5,19,10
056-48-1843,4045166311978,Tammy,Torres,F,30339 Reynolds Shores,Clinton Township,MI,48035,42.5512,-82.9167,96825,Environmental education officer,1996-02-03,989821433151,adults_2550_female_urban.json,af84a924a3f1092762f856e6a2ec676a,2022-11-29,23:48:54,1669762134,entertainment,37.36,0,fraud_Larson-Moen,41.991396,-83.008276,4,9,16,235,22,1,1,0,68.0,82.31,13.86,3225.38,2685.44,147773.44,7,10,16,25
269-54-1394,5324670435997976,Carlos,Lewis,M,0987 Joel Estates,Dekalb,IL,60115,41.9008,-88.7548,46272,Charity fundraiser,1973-09-25,345060051264,adults_2550_male_urban.json,b75300615a7e6b278c52edee080e104c,2022-10-05,20:02:27,1664996547,shopping_net,120.2,0,fraud_Hills-Witting,42.177302,-89.573042,4,9,18,62294,19,0,2,0,9.57,21.93,44.95,1671.27,11408.38,1070173.1,2,12,19,31
533-65-2681,4114315131014059,Tonya,Simon,F,2924 Ariel Row Suite 191,Traverse City,MI,49684,44.694,-85.6763,70019,Arboriculturist,1988-06-11,812684441920,adults_2550_female_urban.json,24e266224dbfa7a883b3121835c9821b,2022-06-27,00:35:10,1656286510,grocery_pos,199.72,0,fraud_O'Keefe-Hudson,43.768473,-86.096177,1,3,12,66531,10,0,0,0,14.07,34.61,23.73,624.18,88160.92,708286.12,4,15,21,37
269-54-1394,4666369472810,Matthew,Moore,M,845 James Spur Suite 902,Oxnard,CA,93035,34.1822,-119.216,211523,Tourist information centre manager,2007-11-17,34330422579,young_adults_male_urban.json,51ee603a25bec5700ace90063aedef29,2022-09-18,13:57:55,1663505875,shopping_net,43.49,0,"fraud_Ruecker, Beer and Collier",33.424992,-119.887334,5,10,19,13139,10,0,6,1,79.09,79.74,16.99,3791.92,51773.83,744156.55,2,3,17,48
812-15-7592,5143410628647925,Christina,Mendoza,F,14788 Kevin Glens Apt. 564,Morrow,OH,45152,39.3476,-84.1181,11329,Consulting civil engineer,1980-07-17,323835888165,adults_2550_female_urban.json,2bf71b9541be61662b2c2a3cb803bd25,2022-12-18,17:16:25,1671380185,health_fitness,8.45,0,"fraud_Turcotte, Batz and Buckridge",39.79222,-84.103007,0,0,6,58821,2,1,6,1,29.3,38.31,57.24,3848.35,55574.94,576103.17,5,15,23,46
632-64-9038,213177720439719,Jonathan,Dunn,M,71696 Butler Knoll Suite 392,Wood Dale,IL,60191,41.9602,-87.981,14310,"Scientist, research (life sciences)",1981-03-28,18300104438,adults_2550_male_urban.json,becb8b46204ec97fc49501145bb59395,2022-08-07,02:48:41,1659836921,misc_net,67.16,0,fraud_Kuphal-Predovic,41.3201,-87.874981,2,7,16,57031,10,0,6,1,44.81,24.18,51.98,232.16,81855.27,614399.43,7,8,19,10
546-79-4057,3576011504169108,Sharon,Aguilar,F,8212 Carlos Grove,Mesa,AZ,85201,33.4317,-111.8469,478404,Event organiser,1997-05-08,807523059209,adults_2550_female_urban.json,ce6bbf252ad03ab3d75601b6fd969652,2022-05-21,10:41:32,1653126092,grocery_net,143.62,0,fraud_Morar Inc,34.097512,-110.857145,3,8,13,26901,13,0,5,1,21.17,81.53,48.88,402.4,50406.43,421411.51,3,15,21,31
707-38-5797,4289743476296117137,Louis,Williams,M,921 Patterson Drives,Leander,TX,78641,30.5835,-97.8575,54068,"Conservation officer, nature",1980-01-01,905017169923,adults_2550_male_urban.json,0ae3c567bc34a3721e0432aac065774a,2022-10-13,19:16:19,1665684979,shopping_pos,50.27,0,"fraud_Haley, Jewess and Bechtelar",30.089875,-97.830034,5,10,17,81178,0,1,3,0,67.36,65.91,15.2,1406.11,38897.46,47006.78,3,14,20,39
269-54-1394,2256936663918904,Amanda,Wilson,F,3218 Martinez Row,Ormond Beach,FL,32176,29.3222,-81.0584,61891,Bonds trader,1974-10-24,539506769013,adults_2550_female_urban.json,4c430569402cc62f17f0c53ae383bea6,2023-03-21,21:37:18,1679431038,kids_pets,61.31,0,"fraud_Pouros, Walker and Spencer",30.174691,-81.855095,3,4,10,32005,16,0,1,0,39.64,23.45,46.78,1372.09,91632.82,660773.33,6,9,22,50
269-54-1394,5297688845846891,Shawn,Aguirre,M,7487 Carla Ferry,Poulsbo,WA,98370,47.7423,-122.6277,29528,"Development worker, community",1978-04-12,638773354658,adults_2550_male_urban.json,9a81ebe8d16f4456e890bf1f4ca9ca10,2022-05-07,04:13:18,1651893198,gas_transport,52.17,0,"fraud_Kutch, Hermiston and Farrell",47.668977,-122.781187,4,9,14,49420,23,1,5,1,50.71,80.77,23.1,3980.6,23617.16,839075.07,0,2,4,17
181-21-0501,30429257789821,Nichole,Riddle,F,7707 Woodard Tunnel Suite 817,Evanston,IL,60202,42.0302,-87.6865,79009,Fitness centre manager,1980-09-28,846234401528,adults_2550_female_urban.json,81386017f977a89811cb8f5d3836b994,2022-11-19,17:05:46,1668873946,entertainment,72.95,0,fraud_Dibbert-Green,42.150588,-88.491193,0,0,5,25148,22,1,5,1,11.42,66.05,36.47,3777.91,76310.18,892156.3,3,12,14,35
734-93-5793,3569603314094408,David,Day,M,92343 Henderson Route Apt. 907,Fort Washington,MD,20744,38.7587,-76.9835,50722,Lawyer,1998-12-12,694846110392,young_adults_male_urban.json,ce40608bd588086bab533047ead8730e,2022-07-17,21:51:21,1658091081,grocery_pos,7.21,0,fraud_Rutherford-Mertz,37.894274,-77.530756,3,5,13,24628,7,0,6,1,49.79,66.67,52.44,1299.54,71610.51,1055530.69,2,3,16,25
284-79-9256,3503875098272322,Tyler,Carpenter,M,2858 Mccall Forest,Minneapolis,MN,55419,44.9026,-93.2886,1022298,Advertising account planner,2003-01-20,492561276176,young_adults_male_urban.json,60b74145a98780037b9d3606c5a84bab,2022-07-03,08:30:52,1656833452,grocery_net,55.79,0,fraud_McCullough Group,44.423855,-92.57708,6,10,16,46859,12,0,6,1,81.65,50.43,44.76,333.71,40981.25,394521.52,5,13,23,31
269-54-1394,4981714642139746,Brenda,King,F,70734 Stephanie Fork,Sacramento,CA,95822,38.5091,-121.4935,757530,"Editor, commissioning",1937-06-08,745136588997,adults_50up_female_urban.json,fca9563621f5654abed055f7fe24a757,2022-12-29,20:11:45,1672341105,home,4.59,0,fraud_Kutch-Ferry,38.343,-121.250444,5,10,18,30944,9,0,3,0,27.22,38.12,65.68,1323.91,1753.97,545375.01,1,7,7,45
269-54-1394,6581638493680632,Frank,Bell,M,101 Scott Ports,Paterson,NJ,7502,40.9199,-74.1932,146199,Multimedia programmer,1962-09-08,367653848476,adults_50up_male_urban.json,57deec9beb6f524dcaddfd9acf3bab69,2023-04-12,12:43:21,1681299801,personal_care,7.14,0,fraud_Hills-Boyer,41.532003,-74.046958,2,3,11,85692,16,0,2,0,32.39,31.27,37.14,4022.34,32744.41,273158.64,0,1,7,7
800-84-9337,4530958147325047,Robert,Johnston,M,072 Jeremy Ridge Suite 560,Ocala,FL,34475,29.2573,-82.161,207224,Freight forwarder,1986-06-05,452433319222,adults_2550_male_urban.json,03d055523be74d537714f805250d71f2,2022-05-13,03:42:08,1652409728,gas_transport,3.87,0,fraud_Berge LLC,29.825409,-82.400763,6,10,19,54159,2,1,4,0,73.73,52.4,36.52,2841.54,5650.43,799030.09,5,11,18,21
269-54-1394,3586992342734815,Andre,Harrison,M,9652 Chelsea Trace,Alexandria,VA,22302,38.8276,-77.0896,321490,Haematologist,1960-04-15,847216243925,adults_50up_male_urban.json,354b3e192a2401122fd31b53723cac22,2022-07-06,01:56:56,1657069016,grocery_pos,7.59,0,fraud_O'Keefe-Hudson,39.542481,-76.953986,3,7,14,34833,0,1,2,0,45.54,1.72,61.36,4562.39,92984.11,113137.84,2,3,16,45
626-65-5116,6011819740056434,George,Hubbard,M,85037 Linda Port,Waldorf,MD,20602,38.584,-76.8942,78078,Travel agency manager,1991-08-13,917847786168,adults_2550_male_urban.json,06849cb118caafeeb0542e05a0bc4793,2022-05-23,06:13:06,1653282786,gas_transport,53.97,0,"fraud_Streich, Hansen and Veum",38.915852,-76.609287,2,6,14,2666,9,0,0,0,87.61,30.39,7.43,277.91,49425.55,51743.04,1,4,22,6
652-50-1688,675946443990,Ricardo,Smith,M,10486 Simpson Fall Suite 787,Laurel,MS,39440,31.7054,-89.1312,43244,Quality manager,1987-12-23,357908443662,adults_2550_male_urban.json,31ebcde5b1445a1bbbb64014384a036b,2022-07-01,05:29:40,1656649780,grocery_pos,50.31,0,fraud_Bailey-Morar,31.547618,-88.981745,3,8,16,57563,4,0,4,0,59.47,56.24,31.26,4336.28,37157.99,867860.54,4,9,20,17
263-83-4838,4682325175541588,Melissa,Johnson,F,61530 Christian Crescent,Saint Rose,LA,70087,29.9581,-90.3124,8122,Plant breeder/geneticist,2005-06-20,887500504386,young_adults_female_urban.json,eff937ba646dd446e7cd50fff7e758b0,2022-05-09,11:35:24,1652092524,gas_transport,49.13,0,"fraud_Raynor, Feest and Miller",30.93886,-89.908894,3,7,13,28664,1,1,0,0,13.71,68.2,45.03,3666.68,44262.72,307549.11,7,14,20,48
382-41-9293,6540069870696530,Vanessa,Obrien,F,0889 Bell Canyon,Brooksville,FL,34601,28.5658,-82.3737,64191,"Accountant, chartered",1990-02-06,497143616967,adults_2550_female_urban.json,211167d1eedc6dad028d637249e074ac,2023-01-04,15:24:56,1672842296,home,50.45,0,fraud_Reilly LLC,29.013548,-82.033171,1,3,8,42939,18,0,2,0,68.34,72.18,48.81,1467.34,25625.58,659481.42,7,9,22,29
464-29-3061,2246788645552613,Emily,Johnson,F,557 Michael Estate,Lorton,VA,22079,38.6929,-77.204,32059,Writer,1996-04-30,412086075642,adults_2550_female_urban.json,46491dab5c7ac4248e4b527d4e1a09af,2022-08-02,02:49:16,1659404956,misc_pos,223.59,0,fraud_Stiedemann Inc,37.695768,-77.907721,5,10,18,53965,5,0,1,0,36.88,20.31,2.49,4283.89,27235.02,636250.47,3,12,14,19
